index,balance a2c,balance ppo,balance td3,balance ensemble,balance orig,balance no_turb,balance orig_td3
20160104,999630.1206,999952.1284,999232.9263,999232.9263,1000096.073,999232.9263,999865.1432
20160105,996497.3601,997070.594,994048.4102,994048.4102,996368.8374,994048.4102,998448.3464
20160106,990771.278,990594.6675,983785.2568,983785.2568,988338.8408,983785.2568,994446.7061
20160107,987544.3857,989002.132,979180.6523,979180.6523,984454.4063,979180.6523,992196.0118
20160108,989429.4365,988329.0168,982554.0625,982554.0625,983128.6553,982554.0625,993684.6201
20160111,993886.9871,989946.8367,985743.7852,985743.7852,986848.6797,985743.7852,994465.1406
20160112,978414.04,982584.5091,962448.8085,962448.8085,973872.7891,962448.8085,987630.0234
20160113,992299.9737,988042.5,973673.0957,973673.0957,989463.334,973673.0957,992515.9336
20160114,969613.4681,978501.8958,951438.707,951438.707,964954.7981,951438.707,981761.7678
20160115,970207.0849,977751.6346,951043.9765,951043.9765,964556.4674,951043.9765,981230.1643
20160119,952358.1385,970276.4536,934385.3632,934385.3632,949191.3013,934385.3632,970043.1687
20160120,955467.6837,972760.736,939280.2246,939280.2246,960882.6177,939280.2246,974981.9451
20160121,965401.5144,976844.8843,957366.374,957366.374,977215.6353,957366.374,978684.7999
20160122,949487.5595,968883.6709,943344.955,943344.955,963157.2759,943344.955,971639.6248
20160125,964153.1137,977448.0051,958825.5839,958825.5839,987151.4185,958825.5839,984673.2965
20160126,946044.3866,973758.9587,950114.9082,950114.9082,981487.9732,950114.9082,975996.2419
20160127,948827.3131,975252.248,956386.2363,956386.2363,993199.9615,956386.2363,982484.9221
20160128,969623.6045,988080.7339,981572.3242,981572.3242,1011321.227,981572.3242,1001263.081
20160129,968067.5377,989249.8198,979617.3964,979617.3964,1009697.465,979617.3964,1000386.344
20160201,947380.5133,977643.8911,967918.5546,967918.5546,1001801.187,967918.5546,990131.7905
20160202,959523.1512,985793.2036,977948.3691,977948.3691,1020839.315,977948.3691,998567.7411
20160203,964478.2913,990720.4595,983481.4414,983481.4414,1024814.242,983481.4414,1003182.089
20160204,955920.3056,983991.6416,971249.5214,971249.5214,1009549.935,971249.5214,989979.573
20160205,945535.5744,968040.7712,958051.7109,958051.7109,1011399.844,958051.7109,980047.3749
20160208,945782.1716,969782.4225,960137.8378,960137.8378,1009939.778,960137.8378,976683.2125
20160209,940053.1097,963398.2662,954809.6914,954809.6914,1000484.489,954809.6914,966774.4278
20160210,930472.8828,942515.3515,939525.4511,939525.4511,991579.3926,939525.4511,954121.8123
20160211,948054.8001,963391.1453,960152.8808,960152.8808,1009475.022,960152.8808,977538.3862
20160212,957472.1777,972595.1005,972174.1699,972174.1699,1017874.611,972174.1699,991250.1924
20160216,969914.5959,987482.7763,986782.6699,986782.6699,1032610.376,986782.6699,1006423.632
20160217,965012.8099,983017.8369,985726.0722,985726.0722,1030172.253,985726.0722,1015536.016
20160218,964600.7773,980497.8604,985379.9238,985379.9238,1025670.712,985379.9238,1015696.478
20160219,973962.2915,994714.3864,997625.3828,997625.3828,1037588.702,997625.3828,1025663.765
20160222,961779.7,981339.534,986587.7246,986587.7246,1022692.551,986587.7246,1010354.951
20160223,965109.9315,983759.7669,992742.5078,992742.5078,1027098.277,992742.5078,1013812.1
20160224,973448.6051,994688.1199,1007098.029,1007098.029,1037258.946,1007098.029,1027910.69
20160225,971531.2194,995455.3829,1003314.879,1003314.879,1033020.228,1003314.879,1021442.126
20160226,965185.358,990845.6486,995772.7148,995772.7148,1026681.191,995772.7148,1011025.473
20160229,987685.6875,1012414.125,1017114.869,1017114.869,1048318.93,1017114.869,1035639.438
20160301,991490.8235,1012769.112,1018151.279,1018151.279,1049322.289,1018151.279,1041888.285
20160302,994402.1606,1017037.67,1020814.361,1020814.361,1049510.251,1020814.361,1043645.324
20160303,996937.593,1021690.303,1024352.639,1024352.639,1053157.81,1024352.639,1044553.349
20160304,1003545.079,1028887.902,1022155.797,1022155.797,1059418.751,1022155.797,1051012.082
20160307,997399.2554,1020923.091,1016822.631,1016822.631,1050007.219,1016822.631,1043688.561
20160308,997191.7809,1026955.567,1019478.98,1019478.98,1058712.307,1019478.98,1051969.464
20160309,996979.6457,1027371.262,1018342.582,1018342.582,1060181.038,1018342.582,1050011.723
20160310,1006158.996,1039983.763,1033317.939,1033317.939,1071425.935,1033317.939,1062940.384
20160311,1007582.153,1043339.599,1031909.275,1031909.275,1071513.985,1031909.275,1063073.497
20160314,1008628.945,1042276.759,1033615.611,1033615.611,1072617.555,1033615.611,1064814.803
20160315,1011468.509,1049185.476,1038782.002,1038782.002,1075932.224,1038782.002,1071484.346
20160316,1019297.547,1064012.178,1048773.553,1048773.553,1083661.219,1048773.553,1082583.002
20160317,1026490.36,1074491.999,1054535.363,1054535.363,1090365.551,1054535.363,1087074.351
20160318,1024309.945,1077173.57,1054569.875,1054569.875,1085267.181,1054569.875,1090177.248
20160321,1022580.634,1072565.033,1050988.799,1050988.799,1082022.643,1050988.799,1088504.376
20160322,1019634.272,1062062.74,1048358.91,1048358.91,1079120.948,1048358.91,1076205.013
20160323,1018795.29,1064858.796,1050083.336,1050083.336,1080869.59,1050083.336,1083311.5
20160324,1020421.072,1064578.753,1052550.248,1052550.248,1083888.827,1052550.248,1084230.235
20160328,1027563.346,1069394.513,1058835.717,1058835.717,1085428.663,1058835.717,1089112.736
20160329,1032906.011,1068206.798,1065477.879,1065477.879,1091591.796,1065477.879,1095899.77
20160330,1032074.957,1065753.58,1064963.414,1064963.414,1087295.357,1064963.414,1100144.433
20160331,1037675.604,1072540.208,1075136.303,1075136.303,1090868.9,1075136.303,1094191.482
20160401,1038372.165,1070132.138,1073079.484,1073079.492,1000000,1073079.484,1088749.366
20160405,1031906.607,1070705.195,1068890.418,1069099.573,1089290.226,1068890.418,1076905.502
20160406,1016260.308,1060137.032,1056878.709,1056971.015,1084456.319,1056878.709,1082773.692
20160407,1019879.801,1066175.255,1058858.787,1058858.472,1087975.529,1058858.787,1081467.418
20160408,1019780.112,1064311.337,1057843.539,1056944.594,1085726.394,1057843.539,1091397.837
20160411,1028422.255,1075165.897,1066574.317,1064933.69,1096668.034,1066574.317,1105139.147
20160412,1038581.799,1083813.398,1075420.889,1072239.07,1102658.717,1075420.889,1107342.922
20160413,1040286.18,1086232.129,1076424.457,1071927.882,1103131.38,1076424.457,1105858.373
20160414,1038163.744,1084831.361,1077259.565,1074228.507,1102374.129,1077259.565,1114063.352
20160415,1042429.942,1092661.087,1084619.998,1080061.358,1110971.018,1084619.998,1103040.053
20160418,1047720.815,1099800.242,1076712.517,1078398.229,1118839.095,1076712.517,1109904.606
20160419,1044090.648,1094683.31,1076133.455,1070926.09,1116812.565,1076133.455,1110096.53
20160420,1031878.715,1088073.512,1076960.239,1061827.684,1112591.957,1076960.239,1106883.247
20160421,1035906.45,1092493.317,1076541.361,1066443.631,1114783.132,1076541.361,1106100.836
20160422,1036215.622,1092552.918,1075157.338,1067195.638,1115032.6,1075157.338,1109864.773
20160425,1037237.258,1100806.498,1074684.651,1067425.53,1117127.73,1074684.651,1117169.762
20160426,1041212.204,1117129.874,1079376.727,1071392.246,1124296.685,1079376.727,1102858.96
20160427,1033465.532,1105776,1064870.545,1062140.84,1116045.158,1064870.545,1097391.837
20160428,1028881.441,1103788.84,1063096.428,1058759.182,1110469.78,1063096.428,1102343.158
20160429,1037422.944,1109458.799,1070128.716,1065948.144,1118407.31,1070128.716,1090635.063
20160502,1034203.004,1098864.301,1059468.716,1060805.045,1110676.391,1059468.716,1086008.824
20160503,1030849.238,1093646.822,1055789.185,1057750.528,1106071.539,1055789.185,1089853.396
20160504,1031112.924,1097324.58,1056694.402,1057264.356,1107557.306,1056694.402,1095767.745
20160505,1032254.432,1104475.444,1061963.256,1061100.029,1111901.64,1061963.256,1093370.648
20160506,1033087.15,1099938.725,1060881.862,1061154.284,1110997.03,1060881.862,1108081.153
20160509,1043024.715,1115871.979,1075664.583,1071983.394,1123047.772,1075664.583,1097190.249
20160510,1033743.327,1102183.02,1064273.085,1062817.39,1113132.088,1064273.085,1100779.236
20160511,1035738.201,1111229.944,1065468.823,1065227.971,1117475.013,1065468.823,1088047.973
20160512,1024548.376,1096439.082,1053798.243,1053639.186,1104457.455,1053798.243,1099497.144
20160513,1031287.348,1108448.683,1065248.883,1063749.886,1114327.301,1065248.883,1086976.521
20160516,1016793.819,1097953.402,1052266.105,1050000.642,1102396.649,1052266.105,1086945.868
20160517,1012402.301,1091388.347,1051323.46,1044960.877,1101503.742,1051323.46,1084719.095
20160518,1006622.073,1082774.599,1042107.072,1041554.492,1099199.185,1042107.072,1089930.769
20160519,1008954.379,1074866.683,1046578.582,1046390.476,1099819.886,1046578.582,1087413.419
20160520,1010737.461,1075238.523,1047386.593,1049816.338,1098662.355,1047386.593,1097921.123
20160523,1023313.366,1079375.335,1061244.089,1063240.747,1108104.981,1061244.089,1108489.219
20160524,1027966.66,1086934.947,1069862.129,1068039.454,1114890.939,1069862.129,1107200.389
20160525,1024029.716,1086493.553,1067858.614,1063767.633,1111778.574,1067858.614,1109760.528
20160526,1025025.755,1086897.94,1070347.313,1065392.421,1113826.479,1070347.313,1102542.612
20160527,1021802.647,1072094.885,1065711.75,1059478.861,1106967.591,1065711.75,1104086.655
20160531,1024568.091,1073972.089,1065193.827,1062468.931,1109599.08,1065193.827,1106575.618
20160601,1026804.12,1070621.084,1069174.023,1066605.807,1113041.035,1069174.023,1102774.366
20160602,1029252.992,1070899.485,1066601.013,1070407.194,1109451.693,1066601.013,1117288.086
20160603,1034365.319,1088715.262,1069004.249,1073581.655,1121292.1,1069004.249,1119760.238
20160606,1037075.417,1094729.788,1069421.304,1075754.889,1123916.634,1069421.304,1124468.956
20160607,1039906.489,1098127.998,1071618.016,1078091.499,1127390.182,1071618.016,1121588.887
20160608,1037163.422,1098623.357,1069967.158,1076115.577,1126341.059,1069967.158,1113190.257
20160609,1039017.439,1088461.855,1063867.484,1075601.741,1121914.293,1063867.484,1105375.522
20160610,1035914.342,1087368.319,1053734.774,1068752.104,1117399.496,1053734.774,1097256.386
20160613,1034506.349,1086157.898,1047427.666,1065302.013,1110640.418,1047427.666,1095512.607
20160614,1030913.983,1082979.298,1046516.857,1062465.884,1107579.687,1046516.857,1099183.999
20160615,1037477.23,1086135.588,1051701.23,1069194.388,1112007.419,1051701.23,1097952.298
20160616,1034022.23,1084842.995,1050538.88,1067819.247,1107345.486,1050538.88,1107638.503
20160617,1041601.4,1097708.172,1058349.518,1073985.282,1116202.051,1058349.518,1108562.908
20160620,1042482.734,1095585.44,1061236.856,1075985.407,1117394.908,1061236.856,1121345.291
20160621,1039381.887,1090633.493,1058260.456,1073484.966,1115629.268,1058260.456,1075912.621
20160622,1053206.283,1102426.748,1071787.96,1085794.078,1128661.571,1071787.96,1052354.253
20160623,1021099.002,1064289.43,1032010.955,1053769.783,1089558.259,1032010.955,1067137.699
20160624,1003788.099,1044266.151,1015429.776,1035630.508,1071100.843,1015429.776,1091267.109
20160627,1016775.142,1061855.425,1028570.694,1044949.363,1086538.158,1028570.694,1108581.25
20160628,1034668.96,1080591.293,1043272.063,1061577.267,1108937.995,1043272.063,1106576.111
20160629,1048424.977,1097377.47,1056510.523,1073453.56,1125112.665,1056510.523,1081204.355
20160630,1049526.136,1096756.795,1059703.029,1075954.595,1123667.843,1059703.029,1096993.018
20160705,1049502.386,1096742.784,1059703.025,1070434.225,1117741.229,1057510.908,1094652.057
20160706,1040539.183,1086544.612,1058980.667,1068111.408,1114020.912,1058980.667,1112091.72
20160707,1053958.235,1100125.946,1076516.425,1084504.587,1127984.991,1076516.425,1120711.755
20160708,1058627.152,1108955.796,1083333.452,1090043.321,1134036.633,1083333.452,1123995.56
20160711,1062394.764,1112668.15,1095956.454,1098267.204,1138245.726,1095956.454,1123452.721
20160712,1064585.137,1111313.773,1099792.62,1101226.89,1138997.744,1099792.62,1131970.449
20160713,1075477.429,1118014.514,1113067.634,1113603.374,1146856.426,1113067.634,1134086.33
20160714,1073783.722,1120836.766,1111845.6,1112381.082,1145575.855,1111845.6,1135931.97
20160715,1075110.457,1121753.633,1116868.363,1115786.454,1145967.771,1116868.363,1137656.364
20160718,1077375.064,1126397.931,1114182.548,1114949.13,1149286.425,1114182.548,1138422.24
20160719,1079698.996,1124026.581,1120826.274,1118433.04,1150088.846,1120826.274,1131440.19
20160720,1075066.147,1120317.721,1113631.271,1112713.831,1145408.382,1113631.271,1135058.234
20160721,1078072.946,1122903.923,1120934.137,1118209.183,1146897.105,1120934.137,1128940.863
20160722,1075519.884,1109678.538,1121030.663,1117871.559,1144099.194,1121030.663,1131685.406
20160725,1063620.302,1107104.898,1119270.803,1114376.119,1141719.771,1119270.803,1131395.247
20160726,1055833.847,1105737.119,1112170.599,1106784.427,1135206.546,1112170.599,1122348.263
20160727,1054564.52,1094154.659,1111444.312,1105111.889,1131978.03,1111444.312,1119231.429
20160728,1053345.153,1089665.865,1107141.518,1101910.85,1131936.558,1107141.518,1109972.578
20160729,1053631.259,1070842.702,1107197.583,1103313.965,1129930.786,1107197.583,1105725.122
20160801,1050446.559,1070928.642,1099901.152,1095160.129,1125849.791,1099901.152,1109282.116
20160802,1051480.542,1074837.841,1104924.434,1097804.241,1123670.184,1104924.434,1108494.75
20160803,1051014.989,1073256.582,1106804.553,1098810.369,1123976.382,1106804.553,1119052.61
20160804,1056961.794,1083975.317,1119990.476,1109473.588,1131902.549,1119990.476,1122315.403
20160805,1055278.73,1090642.444,1118347.323,1108077.02,1130421.069,1118347.323,1122545.306
20160808,1054946.251,1091761.215,1118889.929,1108443.971,1130142.832,1118889.929,1113677.809
20160809,1058863.528,1077201.128,1117396.347,1109289.99,1128378.604,1117396.347,1118904.163
20160810,1067076.493,1083762.607,1124693.85,1114444.828,1136572.318,1124693.85,1121859.732
20160811,1064512.147,1090159.395,1118030.029,1109369.505,1134656.566,1118030.029,1126206.691
20160812,1066818.16,1095456.906,1124100.629,1115233.274,1133828.501,1124100.629,1124189.007
20160815,1059113.203,1096191.418,1119009.737,1110112.034,1123876.372,1119009.737,1125943.093
20160816,1059625.782,1096632.27,1119759.929,1111095.822,1127673.724,1119759.929,1130730.895
20160817,1058514.074,1103018.113,1124891.184,1115176.776,1128565.227,1124891.184,1123390.502
20160818,1057626.64,1094299.26,1121476.965,1112161.787,1128252.695,1121476.965,1124100.105
20160819,1056684.877,1096294.774,1120899.4,1111993.151,1123740.551,1120899.4,1121787.847
20160822,1059643.749,1092724.899,1121716.491,1113619.712,1128040.075,1121716.491,1119242.952
20160823,1056050.288,1090667.625,1118045.131,1109998.525,1126746.762,1118045.131,1115052.027
20160824,1054760.824,1085839.005,1119382.851,1110961.957,1123501.815,1119382.851,1112042.306
20160825,1049983.069,1082452.033,1116089.677,1107036.095,1123319.29,1116089.677,1120314.731
20160826,1057689.933,1088755.385,1123937.571,1115618.782,1128640.025,1123937.571,1114924.63
20160829,1055196.921,1080369.035,1125979.826,1116766.847,1124947.385,1125979.826,1111098.988
20160830,1053540.263,1073951.434,1124382.44,1115979.601,1123239.103,1124382.44,1111207.298
20160831,1056933.18,1073067.719,1125429.955,1117827.494,1125664.531,1125429.955,1117323.761
20160901,1062633.24,1080965.137,1128971.974,1122549.745,1126712.834,1128971.974,1126791.2
20160902,1061602.884,1094147.987,1131119.947,1124188.78,1127551.23,1131119.947,1124799.09
20160906,1061202.981,1092124.912,1131439.906,1124047.293,1127003.478,1131439.906,1128067.125
20160907,1063048.526,1097454.428,1131665.377,1128129.225,1120677.986,1131665.377,1102612.423
20160908,1039924.27,1068629.678,1108801.187,1106734.817,1102748.407,1108801.187,1114859.617
20160909,1051769.164,1078655.114,1122732.935,1118927.01,1115605.721,1122732.935,1097573.301
20160912,1036755.523,1059407.462,1103547.63,1100823.156,1099893.687,1103547.63,1090003.392
20160913,1033894.304,1052445.748,1100047.113,1099637.005,1098524.727,1100047.113,1088233.517
20160914,1040514.192,1059182.711,1111748.781,1110072.175,1107363.844,1111748.781,1089507.423
20160915,1034067.613,1048953.481,1103900.626,1105349.754,1102668.619,1103900.626,1086127.502
20160916,1036413.368,1048959.587,1105662.739,1104919.577,1099857.216,1105662.739,1097928.557
20160919,1039717.7,1043142.854,1105591.431,1105783.423,1101577.063,1105591.431,1105133.654
20160920,1046899.18,1057627.523,1111210.609,1110069.553,1110428.167,1111210.609,1101490.245
20160921,1053235.115,1063826.82,1116374.009,1116036.429,1115439.143,1116374.009,1090762.068
20160922,1045078.344,1060838.725,1106599.111,1107836.157,1107080.837,1106599.111,1098676.024
20160923,1033888.491,1053764.224,1094084.966,1095013.507,1093958.921,1094084.966,1111502.089
20160926,1040002.398,1058383.753,1105597.205,1103761.268,1106871.348,1105597.205,1099292.712
20160927,1038702.731,1083904.017,1106507.075,1103539.488,1101210.766,1106507.075,1110892.941
20160928,1027641.281,1074463.983,1092886.302,1088811.871,1083447.593,1092886.302,1091636.963
20160929,1035674.47,1083752.266,1102479.259,1101053.157,1092617.438,1102479.259,1107095.981
20161003,1021854.332,1078120.126,1097119.707,1095921.322,1089931.823,1102479.233,1118478.332
20161004,1025689.593,1090228.37,1109247.249,1108292.517,1095915.501,1097119.707,1109932.78
20161005,1027065.176,1087812.523,1111076.833,1110145.86,1094100.537,1111076.833,1107067.973
20161006,1023520.685,1084756.17,1111322.705,1110926.451,1097669.344,1111322.705,1118303.709
20161007,1025748.176,1102592.042,1117821.055,1115852.161,1101814.84,1117821.055,1105850.493
20161010,1015922.361,1089214.615,1106077.681,1105274.781,1087857.717,1106077.681,1103527.8
20161011,1016962.688,1083389.052,1107230.567,1103760.11,1091485.047,1107230.567,1100818.673
20161012,1015371.034,1080401.772,1104706.307,1097933.397,1089278.544,1104706.307,1100772.994
20161013,1017928.604,1080270.499,1109477.774,1103386.033,1087865.933,1109477.774,1100563.623
20161014,1013936.332,1080793.946,1103879.601,1098409.712,1085424.731,1103879.601,1100496.764
20161017,1017771.448,1086190.604,1106257.309,1107398.521,1083398.718,1106257.309,1105860.736
20161018,1016481.446,1092028.147,1111395.763,1111821.415,1079808.928,1111395.763,1112446.694
20161019,1023371.763,1094485.308,1109288.407,1107666.858,1083215.449,1109288.407,1108892.817
20161020,1024745.339,1089361.667,1114369.426,1107138.543,1084338.537,1114369.426,1116516.009
20161021,1033543.811,1094778.072,1120874.7,1111880.276,1088393.738,1120874.7,1119579.737
20161024,1030240.256,1099513.069,1122806.99,1115056.815,1085586.588,1122806.99,1132952.338
20161025,1029979.793,1118141.51,1129665.208,1126258.282,1088108.106,1129665.208,1127939.081
20161026,1027386.163,1110780.359,1129254.746,1121671.002,1089564.292,1129254.746,1122261.825
20161027,1022337.392,1096035.284,1128428.233,1116811.694,1086750.075,1128428.233,1118637.64
20161028,1024289.732,1085831.846,1133058.553,1114642.855,1090798.458,1133058.553,1111626.726
20161031,1017358.259,1089692.432,1129172.767,1111596.399,1085029.465,1129172.767,1105926.336
20161101,1012818.89,1082441.385,1123737.766,1103243.009,1081832.953,1123737.766,1100001.615
20161102,1005201.16,1081245.134,1121463.686,1100242.92,1076690.705,1121463.686,1095230.885
20161103,999695.9802,1079332.362,1117482.849,1097530.005,1072091.73,1117482.849,1118959.871
20161104,1017582.066,1104237.964,1143334.613,1124611.47,1094225.889,1143334.613,1119298.035
20161107,1016288.85,1102094.657,1146798.771,1125864.232,1098010.234,1146798.771,1134645.274
20161108,1028412.736,1121042.33,1168999.502,1163804.55,1116226.945,1168999.502,1142993.488
20161109,1025272.494,1134308.171,1189348.565,1187454.029,1117959.701,1189348.565,1148609.702
20161110,1030289.656,1125491.924,1196797.536,1188306.067,1120017.577,1196797.536,1146152.358
20161111,1027207.136,1126325.363,1209179.524,1201160.06,1134967.213,1209179.524,1146133.24
20161114,1032349.695,1133276.954,1214532.334,1207790.081,1142735.773,1214532.334,1147670.831
20161115,1036158.662,1119928.568,1205473.621,1189997.836,1136854.252,1205473.621,1148929.059
20161116,1040349.79,1113494.419,1210504.47,1192475.435,1143028.526,1210504.47,1149804.485
20161117,1038192.846,1116078.924,1212394.733,1192364.608,1140700.581,1212394.733,1158916.806
20161118,1048672.04,1127131.27,1219374.198,1200397.591,1145526.054,1219374.198,1165496.954
20161121,1051296.835,1134601.476,1222365.324,1205836.246,1145581.474,1222365.324,1164121.064
20161122,1050992.602,1136955.689,1224260.155,1212159.96,1146195.103,1224260.155,1168320.29
20161123,1054546.624,1139878.154,1227523.343,1212708.79,1150874.952,1227523.343,1165815.537
20161125,1054999.839,1133948.833,1229619.586,1206335.751,1154885.511,1229619.586,1169255.277
20161128,1056957.689,1134897.048,1228919.64,1209551.424,1150571.693,1228919.64,1164437.006
20161129,1058555.18,1141398.098,1232855.673,1227450.849,1146274.987,1232855.673,1168279.96
20161130,1060062.083,1146307.182,1241714.393,1242353.377,1147081.792,1241714.393,1168713.818
20161201,1059914.211,1144941.236,1237169.638,1235612.228,1147975.78,1237169.638,1172832.589
20161202,1062982.57,1146818.542,1248997.392,1247233.272,1159824.397,1248997.392,1175301.892
20161205,1067055.999,1147367.05,1254588.737,1253612.382,1162654.901,1254588.737,1190442.308
20161206,1079172.764,1156556.478,1275337.088,1268521.257,1176526.069,1275337.088,1199011.394
20161207,1085942.914,1161949.481,1286086.252,1279495.23,1181338.054,1286086.252,1209772.247
20161208,1099267.661,1171444.127,1295798.319,1285801.984,1195100.925,1295798.319,1207842.497
20161209,1097577.915,1188003.601,1288396.834,1286640.462,1191446.522,1288396.834,1216703.347
20161212,1105933.476,1197904.764,1295622.265,1295817.872,1199306.886,1295622.265,1210601.086
20161213,1097877.615,1177664.532,1293740.283,1284353.779,1191776.932,1293740.283,1213206.141
20161214,1103020.139,1179200.596,1298197.818,1292585.32,1197623.231,1298197.818,1210630.221
20161215,1102510.756,1183393.423,1291560.957,1284703.145,1196012.732,1291560.957,1224298.073
20161216,1107429.924,1180696.774,1295249.103,1285115.618,1197113.806,1295249.103,1227686.31
20161219,1111413.744,1180589.531,1304572.197,1294889.657,1202639.008,1304572.197,1225091.838
20161220,1111114.268,1180960.266,1301284.543,1291906.685,1199480.985,1301284.543,1226502.512
20161221,1104025.089,1185490.797,1298561.912,1292932.406,1196211.285,1298561.912,1227452.989
20161222,1105114.565,1185255.52,1299011.04,1295163.445,1195807.605,1299011.04,1219477.455
20161223,1107454.463,1184897.691,1300636.686,1295919.846,1196761.516,1300636.686,1217643.173
20161227,1099898.241,1177142.932,1294126.112,1287727.874,1189007.295,1294126.112,1214681.584
20161228,1097164.953,1176042.375,1290919.468,1283158.435,1189499.344,1290919.468,1229820.415
20161229,1092390.301,1175125.077,1289071.847,1284389.185,1183054.264,1289071.847,1230098.844
20170103,1102526.319,1182068.862,1299669.157,1295945.615,1183098.833,1289071.883,1230054.102
20170104,1102954.026,1173061.09,1296819.906,1286835.083,1183047.176,1299669.157,1236820.445
20170105,1108394.161,1173861.692,1304588.761,1293108.632,1186828.537,1296819.906,1235552.869
20170106,1107378.299,1162538.226,1295153.628,1282601.815,1181301.776,1304588.761,1235976.476
20170109,1107664.164,1155069.406,1291018.767,1279518.38,1178954.063,1295153.628,1240892.308
20170110,1117818.118,1164015.567,1299115.482,1291699.587,1188217.226,1291018.767,1234160.012
20170111,1113177.567,1157992.321,1295547.813,1283323.02,1186194.793,1299115.482,1236298.273
20170112,1112160.989,1158703.569,1296048.002,1285882.551,1185244.693,1296048.002,1231914.176
20170113,1107796.852,1162260.993,1292448.951,1265118.09,1185922.996,1292448.951,1232705.275
20170117,1106236.862,1155536.003,1289958.82,1259258.413,1186549.121,1289958.82,1230896.412
20170118,1100383.545,1143088.259,1285454.508,1246990.704,1180448.793,1285454.508,1236134.615
20170119,1101171.878,1153238.555,1291593.29,1256391.705,1179691.117,1291593.29,1231836.344
20170120,1102653.316,1143418.652,1286128.684,1254724.478,1176838.16,1286128.684,1240248.746
20170123,1107874.682,1150919.555,1294685.09,1263186.12,1183202.859,1294685.09,1267492.003
20170124,1119018.908,1162583.519,1313498.724,1278583.998,1192897.658,1313498.724,1272415.159
20170125,1120220.378,1167870.598,1313148.834,1285130.374,1189673.836,1313148.834,1269561.782
20170126,1117053.521,1166899.359,1306113.68,1279333.706,1191354.69,1306113.68,1258976.958
20170127,1111162.576,1158260.487,1295885.006,1266437.143,1186866.722,1295885.006,1249370.579
20170130,1104660.435,1146699.145,1288619.558,1249924.37,1183322.601,1288619.558,1273006.987
20170131,1111162.548,1141199.725,1284692.309,1250642.76,1178857.792,1284692.309,1267370.335
20170201,1110842.911,1143114.222,1285123.854,1251138.663,1180063.716,1285123.854,1273496.995
20170202,1125436.042,1148472.09,1291772.934,1281922.543,1188116.823,1291772.934,1279894.632
20170203,1125064.745,1146588.435,1294594.767,1277711.782,1188123.707,1294594.767,1288961.258
20170206,1129696.24,1142949.419,1298801.205,1277335.21,1192480.168,1298801.205,1284677.72
20170207,1128225.131,1131915.273,1291406.992,1269684.141,1192058.805,1291406.992,1293353.721
20170208,1135321.727,1139123.287,1298019.791,1281440.252,1189862.525,1298019.791,1300709.637
20170209,1139813.586,1146486.225,1306379.574,1285714.034,1191314.363,1306379.574,1312560.143
20170210,1146568.461,1153539.053,1314598.526,1299556.203,1195420.993,1314598.526,1321887.551
20170213,1155044.451,1154540.401,1314473.817,1310483.843,1199776.033,1314473.817,1328511.286
20170214,1160098.819,1157487.424,1323115.007,1316124.28,1204924.324,1323115.007,1330679.787
20170215,1163498.199,1151154.725,1324265.337,1314448.336,1214894.141,1324265.337,1334725.943
20170216,1166115.37,1147924.58,1329312.126,1316789.046,1218603.713,1329312.126,1346928.994
20170217,1173089.32,1151496.249,1342193.205,1323003.804,1224568.223,1342193.205,1349577.968
20170221,1173969.576,1146732.51,1337965.014,1323215.777,1223899.827,1337965.014,1351021.608
20170222,1175421.646,1154796.418,1345416.662,1321311.722,1228030.431,1345416.662,1351991.5
20170223,1174169.885,1149526.615,1345927.371,1312020.229,1230319.021,1345927.371,1357702.483
20170224,1172621.694,1151943.845,1352066.837,1316618.874,1224120.699,1352066.837,1357686.652
20170227,1170145.568,1147740.26,1352646.333,1314211.129,1225732.043,1352646.333,1385348.807
20170228,1184053.994,1169002.838,1372418.095,1335386.755,1239382.976,1372418.095,1376583.164
20170301,1181565.322,1167185.269,1368493.435,1326760.488,1235739.366,1368493.435,1375441.282
20170302,1181142.17,1160236.62,1362221.287,1333079.526,1234074.821,1362221.287,1370473.723
20170303,1177936.555,1162870.086,1359494.623,1328044.804,1230048.964,1359494.623,1371521.632
20170306,1174100.898,1159986.144,1358126.017,1322487.12,1228289.964,1358126.017,1366519.64
20170307,1170461.697,1147970.145,1348106.349,1317698.192,1225270.586,1348106.349,1364456.659
20170308,1169287.023,1154463.249,1348363.763,1316292.945,1227173.968,1348363.763,1363462.444
20170309,1169619.248,1154683.741,1346848.349,1313398.952,1229298.777,1346848.349,1365138.884
20170310,1166348.407,1152987.4,1345400.869,1309834.606,1225493.444,1345400.869,1363702.58
20170313,1164367.221,1149507.211,1339848.572,1307764.669,1224968.53,1339848.572,1372415.87
20170314,1166938.767,1159707.572,1348074.248,1308933.413,1228216.934,1348074.248,1370593.189
20170315,1169839.648,1159888.366,1345014.705,1312455.432,1228553.698,1345014.705,1372118.367
20170316,1164021.163,1157608.871,1349542.376,1299243.112,1227959.976,1349542.376,1378298.201
20170317,1158281.3,1157588.578,1346603.767,1296210.201,1226063.368,1346603.767,1357738.246
20170320,1140517.755,1148476.909,1334006.744,1266761.643,1216823.587,1334006.744,1356377.208
20170321,1136474.752,1148332.251,1331090.384,1261283.805,1218105.536,1331090.384,1355052.293
20170322,1137633.187,1150060.954,1332816.685,1262368.026,1215591.809,1332816.685,1354229.657
